product_id,category
3432,7
3433,7
3434,7
3435,7
3439,7
3440,7
3441,7
3443,7
3447,7
3448,7
3449,7
3452,83
3453,24
3454,24
3455,83
3456,24
3457,32
3458,32
3459,32
3460,32
3461,32
3462,20
3463,83
3464,83
3465,24
3413,9
3414,9
3415,9
3416,9
3417,9
3418,9
3419,9
3420,7
3421,7
3422,7
3423,20
3424,7
3429,7
3430,9
3431,7
