product_id,images_link
5404,"http://res.cloudinary.com/difkq3rnv/image/upload/v1479962049/Finnura%201.1/23.jpg, http://res.cloudinary.com/difkq3rnv/image/upload/v1480485877/0Q5A1195_fekkcr.jpg
"
