product_id,images_link
5427,"http://res.cloudinary.com/difkq3rnv/image/upload/v1479894892/mani%20bht/20.jpg, http://res.cloudinary.com/difkq3rnv/image/upload/v1479894892/mani%20bht/22.jpg, http://res.cloudinary.com/difkq3rnv/image/upload/v1480422693/3_hzsczv.jpg"
